1213.006656 -0.819841 -0.298900 -1.466857 1.405473 1.817940 4.856949
1220.008187 -0.800644 -0.224316 -1.429216 1.387441 1.828315 4.999337
1227.009717 -0.779774 -0.159583 -1.445935 1.307515 1.760372 4.988465
1234.011248 -0.839201 -0.250355 -1.464409 1.391407 1.764938 5.060610
1241.012779 -0.990799 -0.245896 -1.483353 1.465739 1.863872 4.959853
1248.014310 -1.174234 -0.346294 -1.552482 1.495145 1.882977 5.285676
1255.015840 -1.417444 -0.543525 -1.600023 1.519912 1.945348 5.465270
1262.017371 -1.646644 -0.623433 -1.677183 1.755083 2.200960 5.770060
1269.018902 -1.768838 -0.804197 -1.816984 1.834675 2.228716 6.104278
1276.020432 -1.984919 -1.040068 -1.964997 1.908993 2.359843 6.217205
1283.021963 -2.206374 -1.088250 -2.115938 2.015958 2.434773 6.404520
1290.023494 -2.372546 -1.218394 -2.171706 2.145552 2.615183 6.715971
1297.025024 -2.488740 -1.366368 -2.275010 2.219820 2.622645 6.960735
1304.026555 -2.697188 -1.461716 -2.352942 2.350286 2.739010 7.459006
1311.028086 -2.850013 -1.659586 -2.505028 2.434126 2.908894 7.424647
1318.029616 -3.046218 -1.784089 -2.596995 2.512048 2.977946 7.762268
1325.031147 -3.271188 -1.947013 -2.655236 2.674459 3.177806 8.058257
1332.032678 -3.459268 -2.145204 -2.832206 2.793983 3.276245 8.173726
1339.034209 -3.690234 -2.357782 -2.906876 2.908126 3.401673 8.386630
1346.035739 -4.037663 -2.598734 -3.070305 3.069042 3.504724 8.693674
1353.037270 -4.375822 -2.776805 -3.234183 3.245981 3.617522 8.940748
1360.038801 -4.719497 -3.090074 -3.414996 3.451476 3.790974 9.191991
1367.040331 -5.125736 -3.286168 -3.615697 3.628841 3.909697 9.458950
1374.041862 -5.463986 -3.612567 -3.795391 3.824703 4.070593 9.773061
1381.043393 -5.801825 -3.850366 -3.954757 3.953611 4.130181 10.159974
1388.044923 -6.183219 -4.104850 -4.138395 4.166283 4.361448 10.384422
1395.046454 -6.446043 -4.278138 -4.350190 4.244411 4.420423 10.671863
1402.047985 -6.707006 -4.504302 -4.439797 4.375630 4.533660 10.981319
1409.049516 -6.962589 -4.715796 -4.568032 4.475895 4.641623 11.235381
1416.051046 -7.222543 -4.897732 -4.708933 4.605756 4.819352 11.587923
1423.052577 -7.464478 -5.124666 -4.810539 4.732552 4.971357 11.825332
1430.054108 -7.748315 -5.394184 -4.938003 4.851242 5.142504 12.079482
1437.055638 -8.097810 -5.661642 -5.020756 4.913519 5.257317 12.371303
1444.057169 -8.456861 -6.025481 -5.132115 4.992296 5.423999 12.527482
1451.058700 -8.832108 -6.280960 -5.232507 5.079816 5.566229 12.697202
1458.060230 -9.177232 -6.549569 -5.263817 5.159632 5.636696 12.812132
1465.061761 -9.514867 -6.865445 -5.356626 5.246184 5.795710 13.001105
1472.063292 -9.932111 -7.173577 -5.448480 5.297553 5.912991 13.167519
1479.064823 -10.392585 -7.570551 -5.533503 5.422086 6.118370 13.268166
1486.066353 -10.914004 -7.979686 -5.602194 5.470267 6.247824 13.413401
1493.067884 -11.383505 -8.375167 -5.697240 5.579687 6.344400 13.329413
1500.069415 -11.952647 -8.774394 -5.801962 5.587258 6.349462 13.161425
1507.070945 -12.428099 -9.200207 -5.831657 5.512369 6.275883 12.912504
1514.072476 -12.909830 -9.553654 -5.847017 5.401568 6.174125 12.418088
1521.074007 -13.177695 -9.743088 -5.734845 5.171701 5.912729 11.764894
1528.075537 -13.293745 -9.695115 -5.585174 4.864637 5.536437 10.829854
1535.077068 -13.042931 -9.203688 -5.326192 4.466663 5.058752 10.139180
1542.078599 -12.507239 -8.576161 -4.810734 4.071809 4.197027 9.278120
1549.080130 -11.339715 -7.567265 -4.305683 3.681416 3.976117 8.352230
1556.081660 -10.051867 -6.196250 -3.860026 3.233607 3.441233 7.552613
1563.083191 -8.719149 -5.107882 -3.372439 2.904781 2.980975 6.868742
1570.084722 -7.476981 -4.016873 -3.014981 2.766788 2.800105 6.749056
1577.086252 -6.519744 -3.276272 -2.826363 2.599864 2.631424 6.658392
1584.087783 -5.740631 -2.735887 -2.711511 2.537281 2.475235 6.729964
1591.089314 -5.160727 -2.396036 -2.673652 2.540159 2.528705 6.842305
1598.090844 -4.930815 -2.286077 -2.639018 2.513236 2.526543 6.818181
1605.092375 -4.820795 -2.220592 -2.622640 2.471778 2.545639 6.698619
1612.093906 -4.717465 -2.188324 -2.585180 2.386198 2.468136 6.568281
1619.095437 -4.653637 -2.315520 -2.480643 2.268599 2.474025 6.415048
1626.096967 -4.682856 -2.273467 -2.343591 2.190396 2.431849 6.315788
1633.098498 -4.703196 -2.266158 -2.306589 2.151724 2.352798 6.183802
1640.100029 -4.731902 -2.275279 -2.261440 2.149108 2.340225 6.117541
1647.101559 -4.751295 -2.172276 -2.232840 2.206054 2.293363 6.296266
1654.103090 -4.846300 -2.142419 -2.359314 2.316530 2.360479 6.502221
1661.104621 -5.061451 -2.259746 -2.495142 2.498407 2.467562 6.661633
1668.106151 -5.354460 -2.545231 -2.641951 2.571797 2.488411 6.897780
1675.107682 -5.631229 -2.677231 -2.724686 2.635445 2.653555 7.080852
1682.109213 -5.822048 -2.737457 -2.743726 2.650857 2.594690 7.128981
1689.110743 -5.872673 -2.822112 -2.819016 2.651306 2.657464 7.356813
1696.112274 -5.963647 -2.915794 -2.761753 2.643894 2.650807 7.500223
1703.113805 -5.973546 -2.851587 -2.786247 2.593839 2.672838 7.490570
1710.115336 -5.823680 -2.773634 -2.780626 2.511261 2.646185 7.484830
1717.116866 -5.525777 -2.628354 -2.635775 2.405741 2.571430 7.455996
1724.118397 -5.223168 -2.398140 -2.490138 2.317375 2.511176 7.547431
1731.119928 -4.893090 -2.165801 -2.430876 2.267108 2.472831 7.590478
1738.121458 -4.687341 -2.081453 -2.378639 2.275163 2.481026 7.444893
1745.122989 -4.748812 -2.149774 -2.398116 2.303748 2.497578 7.257277
1752.124520 -4.833533 -2.172169 -2.373753 2.217073 2.325617 6.890876
1759.126050 -4.910725 -2.043344 -2.264125 2.054654 2.139283 6.460969
1766.127581 -4.562236 -1.632416 -2.061247 1.832064 1.797267 5.995366
1773.129112 -4.067552 -1.110641 -1.825352 1.636142 1.548716 5.681805
1780.130643 -3.333153 -0.436446 -1.601739 1.433590 1.292221 5.446753
1787.132173 -2.671438 0.160278 -1.396951 1.263987 1.112864 5.273356
1794.133704 -2.024757 0.630655 -1.251960 1.186653 0.961311 5.292447
1801.135235 -1.593375 0.951561 -1.187691 1.120652 0.893991 5.472378
1808.136765 -1.308436 1.153587 -1.195709 1.126438 0.895205 5.796328
1815.138296 -1.163465 1.224678 -1.226918 1.215238 1.038758 6.392159
1822.139827 -1.180837 1.098320 -1.353953 1.348011 1.235758 7.017369
1829.141357 -1.472965 0.752846 -1.511066 1.560570 1.517381 7.726750
1836.142888 -1.811339 0.274591 -1.758346 1.826569 1.863180 8.363202
1843.144419 -2.418777 -0.230386 -2.023609 2.064481 2.136286 8.875531
1850.145950 -3.167166 -0.765509 -2.265663 2.309123 2.471123 9.274777
1857.147480 -3.848475 -1.361187 -2.511540 2.520841 2.692527 9.313510
1864.149011 -4.558977 -1.985637 -2.649616 2.587448 2.720232 9.314837
1871.150542 -5.075036 -2.260117 -2.764128 2.598998 2.711089 9.101731
1878.152072 -5.494652 -2.337413 -2.709233 2.521111 2.551420 8.799119
1885.153603 -5.555481 -2.293104 -2.614561 2.404980 2.365049 8.538814
1892.155134 -5.459096 -2.053036 -2.510648 2.299604 2.222488 8.269755
1899.156664 -5.117032 -1.660881 -2.327793 2.117872 2.038659 8.097707
1906.158195 -4.740055 -1.209823 -2.168158 1.971954 1.861235 7.852721
1913.159726 -4.285377 -0.960229 -1.999804 1.854285 1.709250 7.749617
1920.161257 -4.041886 -0.594635 -1.883714 1.759660 1.592769 7.766611
1927.162787 -3.826415 -0.442378 -1.812720 1.681003 1.525614 7.838790
1934.164318 -3.680015 -0.330266 -1.744832 1.638825 1.449915 7.979551
1941.165849 -3.701279 -0.328709 -1.720646 1.669072 1.554458 8.090786
1948.167379 -3.788840 -0.490090 -1.720058 1.641391 1.543479 8.310576
1955.168910 -3.984009 -0.627645 -1.727788 1.663796 1.585021 8.616541
1962.170441 -4.219840 -0.789932 -1.723610 1.693604 1.662184 9.284700
1969.171971 -4.490835 -0.920161 -1.811859 1.721171 1.790845 9.360716
1976.173502 -4.747153 -1.089383 -1.852259 1.812843 1.949523 9.862275
1983.175033 -4.907881 -1.174309 -1.995483 1.881805 2.022005 10.091829
1990.176563 -5.191193 -1.205936 -1.945377 1.947465 2.129079 10.340695
1997.178094 -5.248857 -1.441760 -2.209453 2.188524 2.230455 10.582961
2004.179625 -5.375615 -1.582713 -2.340177 2.329887 2.360457 10.675795
2011.181156 -5.406216 -1.692500 -2.403728 2.348596 2.446884 10.665747
2018.182686 -5.382935 -1.778180 -2.512899 2.389837 2.464448 10.406746
2025.184217 -5.481817 -1.784623 -2.473983 2.277967 2.311025 9.935949
2032.185748 -5.398055 -1.563188 -2.300063 2.050575 2.064267 9.487637
2039.187278 -4.991034 -0.990531 -1.975225 1.730703 1.745417 8.909869
2046.188809 -4.239722 -0.280446 -1.678504 1.459930 1.360991 8.507578
2053.190340 -3.374968 0.563942 -1.292118 1.149394 0.996821 8.179652
2060.191870 -2.414121 1.256857 -0.985660 0.885155 0.660146 7.939449
2067.193401 -1.438094 2.075204 -0.692300 0.601402 0.420565 7.584687
2074.194932 -0.588952 2.822384 -0.391387 0.339763 0.132418 7.444634
2081.196463 0.213600 3.451798 -0.131040 0.119496 -0.056191 7.185708
2088.197993 0.959742 3.988397 0.128925 -0.099236 -0.246926 6.855008
2095.199524 1.573212 4.494078 0.346704 -0.348233 -0.670323 6.516877
2102.201055 2.175629 4.923131 0.664191 -0.608453 -0.727381 6.110670
2109.202585 2.639696 4.729341 0.921052 -0.853031 -1.130825 4.976217
2116.204116 2.509067 5.302271 1.992244 -1.783448 -2.126105 4.772613
2123.205647 3.094574 5.876299 2.188332 -1.981692 -2.390755 4.364778
2130.207177 3.705318 6.416764 2.400234 -2.159138 -2.589864 4.002949
2137.208708 4.256595 7.040999 2.612658 -2.341915 -2.801830 3.639979
2144.210239 4.921382 7.691776 2.837857 -2.544851 -3.036709 3.452781
2151.211770 5.646042 8.335713 3.030397 -2.751682 -3.284309 3.151266
2158.213300 6.428801 9.081498 3.317782 -2.920565 -3.308387 2.957949
2165.214831 7.297590 9.930702 3.597817 -3.183450 -3.820577 2.685252
2172.216362 8.432128 11.021737 3.920260 -3.429832 -4.108875 2.355775
2179.217892 9.774666 12.218119 4.305438 -3.708518 -4.431733 2.103777
2186.219423 11.309776 13.494020 4.727400 -4.040131 -4.816399 1.743213
2193.220954 12.929547 14.766293 5.178003 -4.392730 -5.257917 1.573951
2200.222484 14.358148 15.838783 5.612373 -4.766399 -5.634296 1.338779
2207.224015 15.412671 16.742988 6.006085 -5.137228 -6.080839 1.127092
2214.225546 16.597694 17.401587 6.351983 -5.502623 -6.455202 0.966751
2221.227077 17.418233 17.995425 6.587305 -5.829755 -6.816060 0.785913
2228.228607 17.995405 18.455242 6.893686 -6.131901 -7.200308 0.405470
2235.230138 18.547791 18.896152 7.028846 -6.311787 -7.335662 0.227363
2242.231669 19.113332 19.408169 7.202720 -6.587988 -7.583959 -0.045704
2249.233199 19.682952 20.066492 7.365500 -6.700064 -7.737206 -0.491292
2256.234730 20.366243 20.732977 7.563125 -6.865912 -7.917020 -0.866042
2263.236261 21.205094 21.571736 7.802989 -7.017097 -8.111090 -1.393302
2270.237791 22.187220 22.612004 8.070902 -7.189855 -8.308582 -1.980697
2277.239322 23.243647 23.650515 8.374303 -7.396501 -8.580732 -2.579926
2284.240853 24.345254 24.711476 8.742328 -7.627693 -8.859707 -3.162904
2291.242384 25.520658 25.768911 9.104225 -7.885779 -9.098731 -3.700919
2298.243914 26.683100 26.840186 9.474852 -8.194839 -9.475949 -4.208998
